bookId,title,author,coverImg,rating,language,isbn,genres,bookFormat,category
925,The Story of Ferdinand,"Munro Leaf, Robert Lawson (Illustrator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348133512l/773951.jpg,4.36,English,9.78E+12,"['Picture Books', 'Childrens', 'Classics', 'Fiction', 'Animals', 'Spain', 'Kids', 'Juvenile', 'Young Adult', 'Humor']",Hardcover,Picture Books
926,A Passage to India,"E.M. Forster, Oliver Stallybrass (Editor ), Pankaj Mishra (Introduction )",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421883612l/45195.jpg,3.68,English,9.78E+12,"['Classics', 'Fiction', 'India', 'Historical Fiction', 'Literature', 'Novels', 'British Literature', '20th Century', 'Historical', 'Classic Literature']",Paperback,Classics
927,Dead Witch Walking,Kim Harrison (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391713381l/30264.jpg,4.04,English,9.78E+12,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Witches', 'Magic', 'Fiction', 'Supernatural', 'Paranormal Romance', 'Romance']",Mass Market Paperback,Urban Fantasy
928,Beastly,Alex Flinn (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334260193l/544891.jpg,3.83,English,9.78E+12,"['Young Adult', 'Fantasy', 'Romance', 'Fairy Tales', 'Retellings', 'Fiction', 'Paranormal', 'Magic', 'Teen', 'Beauty and The Beast']",Hardcover,Young Adult
929,The Far Pavilions,M.M. Kaye,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403391799l/10222.jpg,4.21,English,9.78E+12,"['Historical Fiction', 'Fiction', 'India', 'Romance', 'Historical', 'Classics', 'Adventure', 'Historical Romance', 'Asia', '19th Century']",Paperback,Historical Fiction
930,At Grave's End,Jeaniene Frost (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448167943l/3570231.jpg,4.3,English,9.78E+12,"['Vampires', 'Paranormal', 'Urban Fantasy', 'Paranormal Romance', 'Romance', 'Fantasy', 'Adult', 'Supernatural', 'Fiction', 'Magic']",Mass Market Paperback,Vampires
931,The Man in the High Castle,Philip K. Dick,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448756803l/216363.jpg,3.62,English,9.78E+12,"['Science Fiction', 'Fiction', 'Alternate History', 'Dystopia', 'Classics', 'Historical Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Novels', 'Speculative Fiction']",Paperback,Science Fiction
932,A Bend in the Road,Nicholas Sparks (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388453919l/3463.jpg,4.03,English,9.78E+12,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Contemporary Romance', 'Mystery', 'Drama', 'Love']",Paperback,Romance
933,"Love is the Answer, God is the Cure: A True Story of Abuse, Betrayal and Unconditional Love",Aimee Cabo Nikolov (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547961493l/43483262._SY475_.jpg,4.32,English,9.78E+12,"['Contemporary', 'Novels', 'Book Club', 'Adult', 'True Story', 'Fiction', 'Drama', 'Abuse', 'New Adult', 'Inspirational']",Paperback,Contemporary
934,The Indigo Spell,Richelle Mead (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588127441l/8709526._SY475_.jpg,4.37,English,9.78E+12,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Magic', 'Urban Fantasy', 'Supernatural', 'Paranormal Romance', 'Witches']",Hardcover,Young Adult
935,Walks Away Woman,Ki Longfellow (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386953097l/19405702.jpg,4.33,English,9.78E+12,"['Survival', 'Adventure', 'Fiction', 'Literature', 'Humor', 'Novels', 'Womens', 'Nature', 'Thriller', 'Action']",Paperback,Survival
936,Blue Bloods,Melissa de la Cruz (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322281515l/872333.jpg,3.69,English,9.78E+12,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Urban Fantasy', 'Supernatural', 'Fiction', 'Paranormal Romance', 'Angels']",Hardcover,Young Adult
937,The Assassin's Blade,Sarah J. Maas (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384362444l/18243700.jpg,4.39,English,9.78E+12,"['Fantasy', 'Young Adult', 'Romance', 'Young Adult Fantasy', 'Fiction', 'Short Stories', 'High Fantasy', 'Novella', 'New Adult', 'Magic']",ebook,Fantasy
938,Suzanne's Diary for Nicholas,James Patterson (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404736778l/7494.jpg,4.17,English,9.78E+12,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Mystery', 'Drama', 'Love', 'Contemporary Romance']",Mass Market Paperback,Romance
939,A Doll's House,"Henrik Ibsen, T. Weber (Translator), Michael Meyer (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427119396l/37793.jpg,3.73,English,9.78E+12,"['Plays', 'Classics', 'Drama', 'Fiction', 'School', 'Theatre', 'Feminism', 'Read For School', 'Literature', '19th Century']",Paperback,Plays
940,The Taming of the Shrew,William Shakespeare,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327935253l/47021.jpg,3.79,English,9.78E+12,"['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Literature', 'Romance', 'Theatre', 'Poetry', 'Comedy']",Paperback,Classics
941,Eleven Minutes,"Paulo Coelho (Goodreads Author), Margaret Jull Costa (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358266987l/1430.jpg,3.7,English,9.78E+12,"['Fiction', 'Romance', 'Novels', 'Contemporary', 'Philosophy', 'Literature', 'Adult', 'Spirituality', 'Drama', 'Brazil']",Paperback,Fiction
942,Smilla's Sense of Snow,"Peter Høeg, Tiina Nunnally (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485595488l/124509._SY475_.jpg,3.74,English,9.78E+12,"['Fiction', 'Mystery', 'Crime', 'Thriller', 'Denmark', 'Scandinavian Literature', 'Mystery Thriller', 'Contemporary', 'Danish', 'Suspense']",Paperback,Fiction
943,The Devil Wears Prada,Lauren Weisberger,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388179604l/5139.jpg,3.75,English,9.78E+12,"['Chick Lit', 'Fiction', 'Contemporary', 'Romance', 'Adult', 'Humor', 'Adult Fiction', 'Fashion', 'Novels', 'Realistic Fiction']",Paperback,Chick Lit
944,A Study in Scarlet,Arthur Conan Doyle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519031842l/102868._SX318_.jpg,4.16,English,9.78E+12,"['Classics', 'Mystery', 'Fiction', 'Crime', 'Detective', 'Mystery Thriller', 'Historical Fiction', 'Audiobook', '19th Century', 'British Literature']",Paperback,Classics
945,An Ember in the Ashes,Sabaa Tahir (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519425615l/27774758._SY475_.jpg,4.27,English,1.00E+13,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Dystopia', 'Young Adult Fantasy', 'High Fantasy', 'Audiobook', 'Magic', 'Adventure']",Paperback,Fantasy
946,Anansi Boys,Neil Gaiman (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479778049l/2744._SY475_.jpg,4.03,English,9.78E+12,"['Fantasy', 'Fiction', 'Urban Fantasy', 'Mythology', 'Audiobook', 'Science Fiction Fantasy', 'Humor', 'Adult', 'Magical Realism', 'Contemporary']",Mass Market Paperback,Fantasy
947,A Little Life,Hanya Yanagihara (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446469353l/22822858._SY475_.jpg,4.31,English,9.78E+12,"['Fiction', 'Contemporary', 'LGBT', 'Literary Fiction', 'Adult', 'Novels', 'Adult Fiction', 'Queer', 'Audiobook', 'Literature']",Hardcover,Fiction
948,Songs of Innocence and of Experience,William Blake,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348408738l/171547.jpg,4.11,English,9.78E+12,"['Poetry', 'Classics', 'Fiction', '18th Century', 'Literature', 'Art', 'School', 'British Literature', 'Romanticism', 'English Literature']",Paperback,Poetry
949,The Tempest,"William Shakespeare, Paul Werstine (Editor), David Lindley (Editor), Israel Gollancz (Preface & Glossary), Barbara A. Mowat (Editor)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546081115l/12985.jpg,3.81,English,1.00E+13,"['Classics', 'Plays', 'Drama', 'Fiction', 'Fantasy', 'School', 'Theatre', 'Literature', 'Poetry', 'Read For School']",Mass Market Paperback,Classics
950,The Dispossessed,Ursula K. Le Guin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353467455l/13651.jpg,4.2,English,1.00E+13,"['Science Fiction', 'Fiction', 'Fantasy', 'Dystopia', 'Science Fiction Fantasy', 'Classics', 'Speculative Fiction', 'Politics', 'Philosophy', 'Novels']",Paperback,Science Fiction
951,Lover Enshrined,J.R. Ward (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327896547l/1240662.jpg,4.12,English,9.78E+12,"['Paranormal', 'Romance', 'Paranormal Romance', 'Vampires', 'Fantasy', 'Urban Fantasy', 'Adult', 'Fiction', 'Supernatural', 'Erotica']",Mass Market Paperback,Paranormal
952,The Pilgrim's Progress,John Bunyan,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405982367l/29797.jpg,4,English,1.00E+13,"['Classics', 'Fiction', 'Christian', 'Religion', 'Christian Fiction', 'Christianity', 'Theology', 'Literature', 'Fantasy', 'Faith']",Paperback,Classics
953,Running with Scissors,Augusten Burroughs (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438898196l/242006._SY475_.jpg,3.73,English,9.78E+12,"['Memoir', 'Nonfiction', 'Biography', 'Humor', 'Biography Memoir', 'Autobiography', 'LGBT', 'Psychology', 'Mental Illness', 'Adult']",Paperback,Memoir
954,Forbidden,Tabitha Suzuma (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394239949l/7600924.jpg,4.03,English,9.78E+12,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'New Adult', 'Dark', 'Drama', 'Family', 'Young Adult Contemporary']",Paperback,Young Adult
955,Crossroads and the Himalayan Crystals,C. Toni Graham (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390176956l/16220184.jpg,4.32,English,9.78E+12,"['Contemporary', 'Drama', 'Epic']",Paperback,Contemporary
956,The Great Divorce,C.S. Lewis,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435968645l/25845273._SX318_.jpg,4.28,English,1.00E+13,"['Christian', 'Fiction', 'Religion', 'Classics', 'Christianity', 'Theology', 'Fantasy', 'Faith', 'Philosophy', 'Christian Fiction']",Paperback,Christian
957,The Client,John Grisham (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554192326l/5359._SY475_.jpg,4.02,English,9.78E+12,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Suspense', 'Legal Thriller', 'Mystery Thriller', 'Drama', 'Novels', 'Law']",Paperback,Fiction
958,The Iron Queen,Julie Kagawa (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1321070331l/8685612.jpg,4.21,English,9.78E+12,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Fae', 'Fairies', 'Magic', 'Urban Fantasy', 'Young Adult Fantasy', 'Fiction']",Paperback,Fantasy
959,The Last of the Mohicans,James Fenimore Cooper,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388199654l/38296.jpg,3.7,English,9.78E+12,"['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'Literature', 'Historical', 'American', 'Novels', 'Classic Literature', 'War']",Paperback,Classics
960,Across the Universe,Beth Revis (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401852218l/8235178.jpg,3.77,English,9.78E+12,"['Young Adult', 'Science Fiction', 'Dystopia', 'Romance', 'Fantasy', 'Fiction', 'Mystery', 'Space', 'Teen', 'Adventure']",Hardcover,Young Adult
961,Hatchet,Gary Paulsen,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385297074l/50.jpg,3.73,English,9.78E+12,"['Young Adult', 'Fiction', 'Adventure', 'Classics', 'Survival', 'Childrens', 'Realistic Fiction', 'Middle Grade', 'School', 'Read For School']",Hardcover,Young Adult
962,Point of Retreat,Colleen Hoover (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330543249l/13496084.jpg,4.27,English,1.00E+13,"['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Contemporary Romance', 'Fiction', 'Chick Lit', 'College', 'Love', 'Drama']",ebook,Romance
963,Birdsong: A Novel of Love and War,Sebastian Faulks,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349952101l/6259.jpg,4.09,English,9.78E+12,"['Historical Fiction', 'Fiction', 'War', 'Classics', 'Historical', 'Romance', 'World War I', 'France', 'Novels', 'Literature']",Paperback,Historical Fiction
964,Hogfather,Terry Pratchett,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416342611l/34532.jpg,4.22,English,9.78E+12,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Christmas', 'Audiobook', 'Magic', 'High Fantasy', 'Novels']",Paperback,Fantasy
965,Unblinded: One Man’s Courageous Journey through Darkness to Sight,"Traci Medford-Rosow (Goodreads Author), Kevin Coughlin",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510609596l/36590307._SY475_.jpg,4.33,English,9.78E+12,"['Drama', 'Contemporary', 'Book Club', 'Epic', 'Novels']",Paperback,Drama
966,"G�del, Escher, Bach: an Eternal Golden Braid",Douglas R. Hofstadter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547125681l/24113._SY475_.jpg,4.28,English,9.78E+12,"['Science', 'Nonfiction', 'Philosophy', 'Mathematics', 'Music', 'Psychology', 'Computer Science', 'Art', 'Unfinished', 'History']",Paperback,Science
967,Let the Right One In,John Ajvide Lindqvist,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327893384l/943402.jpg,4.05,English,9.78E+12,"['Horror', 'Fiction', 'Vampires', 'Fantasy', 'Paranormal', 'Thriller', 'Supernatural', 'Mystery', 'Swedish Literature', 'Sweden']",Hardcover,Horror
968,Nightshade,Andrea Cremer (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333400218l/7402393.jpg,4.02,English,9.78E+12,"['Young Adult', 'Fantasy', 'Paranormal', 'Werewolves', 'Romance', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'Magic', 'Fiction']",Hardcover,Young Adult
969,Storm Front,Jim Butcher (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572991273l/47212._SY475_.jpg,3.99,English,9.78E+12,"['Fantasy', 'Urban Fantasy', 'Mystery', 'Fiction', 'Paranormal', 'Magic', 'Audiobook', 'Supernatural', 'Science Fiction Fantasy', 'Crime']",Mass Market Paperback,Fantasy
970,Lock and Key,Sarah Dessen (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479691949l/1295102._SY475_.jpg,4,English,9.78E+12,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Chick Lit', 'Teen', 'Young Adult Contemporary', 'High School', 'Coming Of Age']",Hardcover,Young Adult
971,Valley of the Dolls,Jacqueline Susann,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429239923l/581811.jpg,3.76,English,9.78E+12,"['Fiction', 'Classics', 'Chick Lit', 'Romance', 'Contemporary', 'Novels', 'Adult', 'Adult Fiction', 'Drama', 'New York']",Paperback,Fiction
972,The Short Second Life of Bree Tanner,Stephenie Meyer,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1274335680l/7937462.jpg,3.5,English,9.78E+12,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Fiction', 'Romance', 'Supernatural', 'Urban Fantasy', 'Teen', 'Paranormal Romance']",Hardcover,Young Adult
973,The Kitchen God's Wife,Amy Tan (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434152599l/12557._SY475_.jpg,4,English,9.78E+12,"['Fiction', 'Historical Fiction', 'China', 'Asia', 'Contemporary', 'Asian Literature', 'Novels', 'Historical', 'Adult Fiction', 'Literature']",Paperback,Fiction
974,To Live and Die in Fantasyland,Ben Peller (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371152045l/17889664.jpg,4.31,English,9.78E+12,"['Fantasy', 'Inspirational']",Paperback,Fantasy
975,Eugene Onegin,"Alexander Pushkin, James E. Falen (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388373138l/27822.jpg,4.1,English,9.78E+12,"['Classics', 'Poetry', 'Russia', 'Fiction', 'Russian Literature', 'Literature', '19th Century', 'Romance', 'Novels', 'School']",Paperback,Classics
976,Evernight,Claudia Gray (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1306376600l/2722413.jpg,3.64,English,9.78E+12,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'Fiction', 'Teen']",Hardcover,Young Adult
977,Between Shades of Gray,Ruta Sepetys (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873479l/7824322.jpg,4.36,English,9.78E+12,"['Historical Fiction', 'Young Adult', 'Historical', 'Fiction', 'War', 'World War II', 'Russia', 'Audiobook', 'Teen', 'Romance']",Hardcover,Historical Fiction
978,We Have Always Lived in the Castle,"Shirley Jackson, Jonathan Lethem (Introduction)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415357189l/89724.jpg,3.99,English,9.78E+12,"['Horror', 'Fiction', 'Classics', 'Gothic', 'Mystery', 'Audiobook', 'Thriller', 'Adult', 'Novels', 'Adult Fiction']",Paperback,Horror
979,Magician,Raymond E. Feist,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391464462l/43916.jpg,4.29,English,9.78E+12,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adventure', 'Epic', 'Science Fiction', 'Adult']",Paperback,Fantasy
980,Dirk Gently's Holistic Detective Agency,Douglas Adams,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554401296l/365.jpg,3.98,English,1.00E+13,"['Science Fiction', 'Fiction', 'Fantasy', 'Humor', 'Mystery', 'Comedy', 'Science Fiction Fantasy', 'Time Travel', 'Detective', 'Novels']",Mass Market Paperback,Science Fiction
981,Animal Farm / 1984,"George Orwell, Christopher Hitchens (Introduction)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327959366l/5472.jpg,4.29,English,9.78E+12,"['Classics', 'Fiction', 'Dystopia', 'Literature', 'Science Fiction', 'Politics', 'Fantasy', 'Novels', 'Philosophy', 'School']",Hardcover,Classics
982,Fingersmith,Sarah Waters,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545241494l/8913370.jpg,4.01,English,9.78E+12,"['Historical Fiction', 'Fiction', 'LGBT', 'Historical', 'Romance', 'Mystery', 'Queer', 'Lesbian', 'Adult', 'Victorian']",ebook,Historical Fiction
983,The Past,Kenneth Thomas (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1589987617l/53450218._SY475_.jpg,4.75,English,9.78E+12,"['Science Fiction', 'Time Travel', 'Dystopia', 'Fiction', 'Historical Fiction', 'Cyberpunk', 'Action', 'British Literature', 'Young Adult', 'Fantasy']",Paperback,Science Fiction
984,On Dublin Street,Samantha Young (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490401910l/15760001.jpg,4.21,English,B0094J01VG,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Adult', 'Erotica', 'Fiction', 'Chick Lit', 'Erotic Romance', 'Adult Fiction']",Kindle Edition,Romance
985,The Collector,John Fowles,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394828024l/243705.jpg,3.98,English,1.00E+13,"['Fiction', 'Horror', 'Classics', 'Thriller', 'Crime', 'Mystery', 'British Literature', 'Novels', 'Literature', 'Literary Fiction']",Paperback,Fiction
986,Cry Wolf,Patricia Briggs,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310494063l/2355575.jpg,4.12,English,9.78E+12,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Werewolves', 'Shapeshifters', 'Fiction', 'Supernatural', 'Adult']",Mass Market Paperback,Urban Fantasy
987,Swan Song,Robert R. McCammon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445981000l/11557._SY475_.jpg,4.28,English,9.78E+12,"['Horror', 'Fiction', 'Post Apocalyptic', 'Fantasy', 'Science Fiction', 'Dystopia', 'Apocalyptic', 'Thriller', 'Audiobook', 'Science Fiction Fantasy']",Mass Market Paperback,Horror
988,Memnoch the Devil,Anne Rice,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506208231l/31338._SX318_.jpg,3.75,English,9.78E+12,"['Horror', 'Fantasy', 'Vampires', 'Fiction', 'Paranormal', 'Supernatural', 'Urban Fantasy', 'Gothic', 'Adult', 'Science Fiction Fantasy']",Hardcover,Horror
989,Helter Skelter: The True Story of the Manson Murders,"Vincent Bugliosi, Curt Gentry",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347694754l/105992.jpg,4.04,English,9.78E+12,"['True Crime', 'Nonfiction', 'Crime', 'History', 'Horror', 'Biography', 'Audiobook', 'Mystery', 'Cults', 'Psychology']",Paperback,True Crime
990,The Winds of War,Herman Wouk,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442187661l/21484._SY475_.jpg,4.37,English,9.78E+12,"['Historical Fiction', 'Fiction', 'War', 'World War II', 'Historical', 'Classics', 'Military Fiction', 'Audiobook', 'Novels', 'Literature']",Paperback,Historical Fiction
991,The Iron Daughter,Julie Kagawa (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1271790654l/7747064.jpg,4.09,English,9.78E+12,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Fae', 'Fairies', 'Magic', 'Urban Fantasy', 'Fiction', 'Young Adult Fantasy']",Paperback,Fantasy
992,A River Runs Through it and Other Stories,"Norman Maclean, Annie Proulx (Foreword)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924914l/30043.jpg,4.18,English,9.78E+12,"['Fiction', 'Short Stories', 'Classics', 'Literature', 'Nature', 'Historical Fiction', 'Literary Fiction', 'Westerns', 'Novels', 'American']",Paperback,Fiction
993,The Stinky Cheese Man and Other Fairly Stupid Tales,"Jon Scieszka, Lane Smith (Illustrator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488588399l/407429._SX318_.jpg,4.2,English,9.78E+12,"['Picture Books', 'Childrens', 'Humor', 'Fiction', 'Fairy Tales', 'Fantasy', 'Short Stories', 'Classics', 'Kids', 'Folklore']",Hardcover,Picture Books
994,The Mysterious Benedict Society,Trenton Lee Stewart (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529611235l/40605329.jpg,4.17,English,B000SEHIB2,"['Mystery', 'Fiction', 'Young Adult', 'Middle Grade', 'Fantasy', 'Childrens', 'Adventure', 'Juvenile', 'Science Fiction', 'Audiobook']",Kindle Edition,Mystery
995,The Valley of Horses,Jean M. Auel,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1324059760l/40493.jpg,3.99,English,9.78E+12,"['Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'Romance', 'Prehistoric', 'Adventure', 'Adult', 'Novels', 'Adult Fiction']",Paperback,Historical Fiction
996,Twenty Love Poems and a Song of Despair,"Pablo Neruda, W.S. Merwin (Translator), Cristina García (Introduction)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1447622711l/5932._SY475_.jpg,4.28,English,9.78E+12,"['Poetry', 'Classics', 'Romance', 'Spanish Literature', 'Fiction', 'Latin American', 'Literature', '20th Century', 'Latin American Literature', 'Nobel Prize']",Paperback,Poetry
997,School's Out—Forever,James Patterson (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346079917l/13139.jpg,4.15,English,9.78E+12,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Adventure', 'Paranormal', 'Action', 'Teen', 'Romance', 'Thriller']",Hardcover,Young Adult
998,Saving the World and Other Extreme Sports,James Patterson (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442335715l/33676._SY475_.jpg,4.15,English,9.78E+12,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Adventure', 'Paranormal', 'Romance', 'Teen', 'Action', 'Urban Fantasy']",Hardcover,Young Adult
999,Rules of Attraction,Simone Elkeles (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439792205l/7137775.jpg,4.19,English,9.78E+12,"['Romance', 'Young Adult', 'Contemporary', 'Contemporary Romance', 'High School', 'Realistic Fiction', 'Chick Lit', 'New Adult', 'Fiction', 'Young Adult Romance']",Paperback,Romance
1000,Percy Jackson and the Olympians,Rick Riordan (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388181482l/3165162.jpg,4.59,English,9.78E+12,"['Fantasy', 'Young Adult', 'Mythology', 'Adventure', 'Fiction', 'Greek Mythology', 'Magic', 'Urban Fantasy', 'Childrens', 'Middle Grade']",Board Book,Fantasy
1001,Tales of H.P. Lovecraft,"H.P. Lovecraft, Joyce Carol Oates (Editor)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1168709833l/36314._SX318_.jpg,4.24,English,9.78E+12,"['Horror', 'Fiction', 'Short Stories', 'Classics', 'Fantasy', 'Science Fiction', 'Gothic', 'Literature', 'Weird Fiction', 'Lovecraftian']",Paperback,Horror
1002,Invisible Cities,"Italo Calvino, William Weaver (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468623303l/9809.jpg,4.12,English,9.78E+12,"['Fiction', 'Classics', 'Fantasy', 'Short Stories', 'Magical Realism', 'Italian Literature', 'Literature', 'Italy', 'Architecture', 'Novels']",Paperback,Fiction
1003,A Darker Shade of Magic,V.E. Schwab,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400322851l/22055262.jpg,4.07,English,9.78E+12,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Adult', 'Audiobook', 'Adventure', 'Historical Fiction', 'Science Fiction Fantasy', 'Urban Fantasy']",Hardcover,Fantasy
